id,title,inventor,grant_date,result_link
JP-4137333-B2,Media communication control method and system ,"訓行 福山, 正信 森永, 正宏 松田, 義章 井上, 安高 岩崎, 知善 竹林, 育郎 日比野",8/20/08,https://patents.google.com/patent/JP4137333B2/en
JP-3540780-B2,Internet communication control apparatus and communication terminal calling method ,祐司 竹元,7/7/04,https://patents.google.com/patent/JP3540780B2/en
KR-100407348-B1,Voice over internet protocol call service method ,"염응문, 김정기",11/28/03,https://patents.google.com/patent/KR100407348B1/en
AU-2005234710-B2,An IP communication system with employment of an IP transfer network ,"Hisao Furukawa, Shoji Miyaguchi",7/3/08,https://patents.google.com/patent/AU2005234710B2/en
JP-4906638-B2,"Communication device, service selection method, and program ",亮 國松,3/28/12,https://patents.google.com/patent/JP4906638B2/en
CA-2586522-C,System and method for creating a secure trusted social network ,"Barjinderpal S. Gill, Paramjit S. Gill, Chung Ming Tam",9/8/09,https://patents.google.com/patent/CA2586522C/en
EP-1278352-B1,IP Telecomms Equipment and Method for Operating ,"Björn Sölch, Axel Niebuhr",9/12/07,https://patents.google.com/patent/EP1278352B1/en
US-2019372824-A1,Changing a communication session ,"Adam Montero, Steven Burke",,https://patents.google.com/patent/US20190372824A1/en
US-11044360-B1,Dynamic direction of incoming calls ,"Garth Judge, Zhishen Liu, Bryan R. Martin",6/22/21,https://patents.google.com/patent/US11044360B1/en
US-10362070-B1,"Method, system, and apparatus for achieving user space intervention during connection-establishment handshakes ","Sreekanth Rupavatharam, Hariprasad Shanmugam, Erin C. MacNeil",7/23/19,https://patents.google.com/patent/US10362070B1/en
US-2018376443-A1,Methods And Apparatus Of Location Reporting Relations Between Wi-Fi Calling Capability And Cellular Network Registration ,"Sergei Maksimov, Kristian Alexander LAPPALAINEN, Mohamed Abdelrazek EL-SAIDNY, Nader Adel Youssef Atteya",,https://patents.google.com/patent/US20180376443A1/en
US-9992679-B1,Integrated authentication codes for user devices and communication networks ,Pierce Andrew Gorman,6/5/18,https://patents.google.com/patent/US9992679B1/en
EP-1936923-B1,Method and device for switching from circuit-switching to packet-switching domains ,"Yang Lu, Armin Toepfer, Peter Wild",5/16/12,https://patents.google.com/patent/EP1936923B1/en
KR-20000037194-A,Method and system of the internet phone service ,"한태희, 민영태",,https://patents.google.com/patent/KR20000037194A/en
EP-3041193-A1,Method and device for transmission of media content ,Nakjung Choi,,https://patents.google.com/patent/EP3041193A1/en
CN-100512359-C,Terminal to teminal communication connecting control method using IP transport network ,"古川久夫, 宫口庄司",7/8/09,https://patents.google.com/patent/CN100512359C/en
FR-3118557-A1,Control of the transmission of at least one content from a provider equipment to an ingestion node. ,"Gaël Fromentoux, Frédéric Fieau, Emile Stephan",,https://patents.google.com/patent/FR3118557A1/en
US-2019007463-A1,Multimedia composition in meeting spaces ,Greg Pelton,,https://patents.google.com/patent/US20190007463A1/en
US-2019007355-A1,Communicating with client devices using over-the-top communication channels ,Eugene Lew,,https://patents.google.com/patent/US20190007355A1/en
US-6810036-B1,Caller IP address ,"Luan D. Dang, Wilkie Lau",10/26/04,https://patents.google.com/patent/US6810036B1/en
US-10142283-B2,"Method, apparatus and system for establishing a real-time telecommunication session ","Alexander Gruber, Bryan Stokes",11/27/18,https://patents.google.com/patent/US10142283B2/en
US-2021195395-A1,Release of emergency pdn bearer for a volte emergency call without emergency registration ,"Sudhir Shankar Pola, Gaurav Bansal, Anish George",,https://patents.google.com/patent/US20210195395A1/en
EP-1238514-B1,Method and system of call routing depending on caller location in mobile ip network ,"Nedko Ivanov, Simo Veikkolainen",4/19/06,https://patents.google.com/patent/EP1238514B1/en
AU-2299701-A,Streaming content over a telephone interface ,"Anthony Accardi, Angus Macdonald Davis, Michael S. Mccue, Hadi Partovi, Michael M. Plitkins",,https://patents.google.com/patent/AU2299701A/en
EP-0830784-B1,System for providing closed captioning to an electronic discussion group ,"Owen J. Mortensen, Jeffrey S. Dalton, Jeffrey S. Miller, Douglas P. Chinnock",6/27/01,https://patents.google.com/patent/EP0830784B1/en
US-2021297893-A1,Method and Network Nodes for Handling End-to-End Delays for Voice Calls in a Communication Network ,Magnus Hallenstål,,https://patents.google.com/patent/US20210297893A1/en
TW-I639326-B,Network address translation server and network address translation method thereof ,"陳懷恩, 曾立堯",10/21/18,https://patents.google.com/patent/TWI639326B/en
FR-3111507-A1,"Process for processing messages exchanged in a telecommunications network, for example with a view to their analysis. ","José Doree, Jean Claude Le Rouzic",,https://patents.google.com/patent/FR3111507A1/en
US-2021297924-A1,Internet protocol (ip) multimedia subsystem (ims) routing ,George Foti,,https://patents.google.com/patent/US20210297924A1/en
WO-2020024141-A1,Methods and apparatuses for enhancement to ip multimedia subsystem ,"Min Sun, Fang Li, Yunjie Lu",,https://patents.google.com/patent/WO2020024141A1/en
US-10110640-B2,Communication method and communication device supporting uniform resource identifier ,"Qinglei Liu, Kaiduan Cao, Bang FU",10/23/18,https://patents.google.com/patent/US10110640B2/en
US-2020175545-A1,Methods and systems for online to offline conversion tracking an optimization ,"Brian Handrigan, Jeffrey Linihan",,https://patents.google.com/patent/US20200175545A1/en
US-2020068360-A1,System and method for sending mms messages ,Kyung Hwi Nho,,https://patents.google.com/patent/US20200068360A1/en
US-2021320994-A1,Selective and network based automated answering of audio/video calls for communication devices ,"Ester Gonzalez De Langarica, Charles HEGARTY, José Manuel Alfonso",,https://patents.google.com/patent/US20210320994A1/en
US-10904716-B1,Wireless audio and communication system ,Jabari Mathieu,1/26/21,https://patents.google.com/patent/US10904716B1/en
FR-3088751-B1,PROCESS FOR CAPTURING AND BROADCASTING A USER'S COMPUTER SESSION ,"Yann Dirson, Gregory Gelly",2/12/21,https://patents.google.com/patent/FR3088751B1/en
US-2016036884-A1,Communicating multimedia data ,"Scott Levine, Sandor Bondorowsky",,https://patents.google.com/patent/US20160036884A1/en
US-2020092786-A1,Compensating for high speed travel in packet-based communications ,"Shankar Ganesh Lakshmanaswamy, Manjunatha Kantharaju, Min Wang, Tony Lee, Jinxing Wang",,https://patents.google.com/patent/US20200092786A1/en
US-10986206-B2,"Information processing apparatus, control method thereof, and computer readable medium for visual information sharing ",Shunichi Kasahara,4/20/21,https://patents.google.com/patent/US10986206B2/en
US-2019028533-A1,System for sharing media files ,"Sanjay Rohatgi, Nishad Abdul Rahiman, Udayan Sahu",,https://patents.google.com/patent/US20190028533A1/en
US-2022030038-A1,Connectivity control for platooning of user equipments ,"Massimo CONDOLUCI, Thorsten Lohmar, Stefano Sorrentino, Marco Belleschi",,https://patents.google.com/patent/US20220030038A1/en
US-2021297461-A1,One-action url based services and user interfaces ,"Taranjeet ATHWAL, Ehtasham Ghani MALIK, Parminder Singh",,https://patents.google.com/patent/US20210297461A1/en
US-10847038-B2,Aircraft communications system with an operational digital twin ,"Aziz Yousif, Arun Ayyagari, David T. Kirkland, Ethan Carl Owyang, Jason Apanovitch, Timothy William Anstey",11/24/20,https://patents.google.com/patent/US10847038B2/en
EP-3477909-A1,Method for establishing a telephone conversation between two users simultaneously calling one another ,"Stefano LUISOTTI, Francesco OPPEDISANO",,https://patents.google.com/patent/EP3477909A1/en
WO-2019093189-A1,Communication system and communication device ,佐藤　聖二,,https://patents.google.com/patent/WO2019093189A1/en
US-10165041-B2,System and method for uninterrupted learning ,Shih-Yuan Wang,12/25/18,https://patents.google.com/patent/US10165041B2/en
US-10110643-B2,Common media platform for various distributed telecommunication components ,Paul Miller,10/23/18,https://patents.google.com/patent/US10110643B2/en
US-2020162519-A1,Video consulting system ,"Celeste Hilling, Maurice Voce, Ted Hilling",,https://patents.google.com/patent/US20200162519A1/en
US-10182006-B2,Internet protocol address selection in session initiation protocol communications ,"Dusan Mudric, Peter Musgrave",1/15/19,https://patents.google.com/patent/US10182006B2/en
US-2019163434-A1,Technologies for networked virtual content in a mobile computing environment ,"Barry Besecker, Bret Besecker, Ken Moser",,https://patents.google.com/patent/US20190163434A1/en
US-2022174108-A1,Immersive teleconferencing and telepresence ,Ozgur Oyman,,https://patents.google.com/patent/US20220174108A1/en
US-2019207991-A1,Method and device for wireless streaming ,Christopher Jackson,,https://patents.google.com/patent/US20190207991A1/en
US-2022046097-A1,Controlling the Handling of Communication Sessions ,"Rogier August Caspar Joseph Noldus, Mariarosaria Romano, Maurizio Colucci",,https://patents.google.com/patent/US20220046097A1/en
US-2022021713-A1,"Network node, entity and methods performed therein for handling a communication session in a communication network ","Staffan Persson, Ramona BUNEA",,https://patents.google.com/patent/US20220021713A1/en
US-2020195455-A1,Methods and systems for communication ,"Yubin Li, Jiongkuan Hou",,https://patents.google.com/patent/US20200195455A1/en
US-2022030107-A1,Methods and systems for different mid-call announcements to both served and non-served parties at the same time ,"Kiran JADHAV, Ove Karlsson",,https://patents.google.com/patent/US20220030107A1/en
US-2020204621-A1,Management of live media connections ,"Luke Brown, Jennifer R. Schell, John Mitchell Vitale",,https://patents.google.com/patent/US20200204621A1/en
US-7539179-B1,Scalable packet-switched call control signaling ,"Randall Baird, Leo Nieuwesteeg",5/26/09,https://patents.google.com/patent/US7539179B1/en
US-2020334587-A1,Method and process for efficient use of geographically dispersed facilities ,"Sanjeev Kumar Shrivastava, Srinivasarao Ajjampur Shivashankar, Navakanta Bhat",,https://patents.google.com/patent/US20200334587A1/en
US-10805471-B1,Disparate conference system connector ,"Doug Utley, William F. Krasso",10/13/20,https://patents.google.com/patent/US10805471B1/en
US-2019216312-A1,Remote eye examination system ,"Christopher Bradley Brocwell, Alvaro Jose Moreno Hernandez, Daniel Scott Stanton",,https://patents.google.com/patent/US20190216312A1/en
CN-109450870-A,"Treating method and apparatus, storage medium and the electronic device of VOIP business ","郭永智, 奚驰, 罗程, 李斌",,https://patents.google.com/patent/CN109450870A/en
US-2019245816-A1,Systems and methods for providing advanced small group and family unit data sharing applications ,Peter Robert KRAUS,,https://patents.google.com/patent/US20190245816A1/en
US-2022131908-A1,Apparatus and method for session initiated protocol (sip) registration procedure for access network bitrate recommendation (anbr) capability signaling ,"Ozgur Oyman, Jerome Parron, Thomas Luetzenkirchen, Sudhir Shankar Pola, Ralf Rossbach",,https://patents.google.com/patent/US20220131908A1/en
US-2019260826-A1,P2p video communication with a third-parties ,Artem Gurtovoy,,https://patents.google.com/patent/US20190260826A1/en
EP-3534572-A1,Relay server ,Yoshifumi Tanimoto,,https://patents.google.com/patent/EP3534572A1/en
WO-2019008553-A1,System and method for establishing a communication session ,Fani BHUSHAN,,https://patents.google.com/patent/WO2019008553A1/en
US-2021112437-A1,User Plane QOS Bearer Control Method for 5G Fixed Access ,Changzheng WU,,https://patents.google.com/patent/US20210112437A1/en
US-2020296219-A1,Messaging for voip application and external apparatus ,"Dasmit BAJAJ, Tao Huang, Douglas R. Anderson, Sandhya Rao, Prasad Thiruveedu",,https://patents.google.com/patent/US20200296219A1/en
US-2021092167-A1,Systems and methods to establish service request interactions ,"Alan Lugiai, Francesco Falanga, Bartolomeo Sorrentino",,https://patents.google.com/patent/US20210092167A1/en
WO-2019106681-A1,Method for migration of session accounting to a different stateful accounting peer ,"Natarajan VENKATARAMAN, Parag Narayanrao Pote",,https://patents.google.com/patent/WO2019106681A1/en
US-2019306689-A1,Integrated dialer with elastic calling ,Armando Mauricio MURGA,,https://patents.google.com/patent/US20190306689A1/en
US-2021160677-A1,Orchestrator equipment in a cellular telecommunication system ,"Franck SCHOLLER, Jean-Marc MONTENOT",,https://patents.google.com/patent/US20210160677A1/en
US-11349884-B2,Method and a SIP proxy for managing calls in a voice over SIP network ,"Juan Pascual, Stéphane Fouquet, Miguel Labranche",5/31/22,https://patents.google.com/patent/US11349884B2/en
US-2020329085-A1,Real-time video notification method and real-time video notification system for transportation vehicle ,Chien-Chang Lin,,https://patents.google.com/patent/US20200329085A1/en
US-7787440-B1,Method for call setup using short data bursts ,"Pawan Chaturvedi, Tong Zhou",8/31/10,https://patents.google.com/patent/US7787440B1/en
CN-109429192-A,"A kind of dial-up processing method, transceiver and computer readable storage medium ","田野, 侯长江",,https://patents.google.com/patent/CN109429192A/en
US-2020336522-A1,Systems and methods for echo management in conferencing over a network using mixed multicast ,"Douglas NEWIN, Simon VERMETTE, Kevin LÉVESQUE-LANDRY",,https://patents.google.com/patent/US20200336522A1/en
US-2020342131-A1,Real-time video sharing data loss prevention ,Paul Brian Giralt,,https://patents.google.com/patent/US20200342131A1/en
CN-107483457-A,A kind of multimedia data communication method based on Internet of Things ,王晓喃,,https://patents.google.com/patent/CN107483457A/en
US-2021218780-A1,Support for IMS Virtual Clients in Multi-Operator Environment ,George Foti,,https://patents.google.com/patent/US20210218780A1/en
US-2020280539-A1,Real-time third-party authorization of communication sessions ,Andrew Navamoni Jebasingh,,https://patents.google.com/patent/US20200280539A1/en
CN-108616485-B,Communication method and device based on fusion device ,"高扬, 蔡锴",11/10/20,https://patents.google.com/patent/CN108616485B/en
WO-2020234992-A1,"Call control system, terminal device, call control device, call control method, and call control program ",優 雑賀,,https://patents.google.com/patent/WO2020234992A1/en
US-2020372547-A1,Using digital ledger technology to track transactions of a contact center for voice and/or video communications that are on hold in a contact center queue ,"Pushkar Yashavant Deole, John Young",,https://patents.google.com/patent/US20200372547A1/en
TW-I630490-B,Calibration data transmissions ,"亞歷山大 W. 克拉克, 李察 E. 后吉斯, 肯特 E. 比吉斯",7/21/18,https://patents.google.com/patent/TWI630490B/en
US-2021258428-A1,Method for processing messages by a device of a Voice over IP network ,"Stéphane Fouquet, Juan Pascual",,https://patents.google.com/patent/US20210258428A1/en
US-2021234828-A1,Method for updating a database of a voice over ip network ,"Stephane Fouquet, Juan Pascual, Miguel Labranche",,https://patents.google.com/patent/US20210234828A1/en
US-2020382562-A1,Changing origination and termination calling modes ,Vinod Ravichandran,,https://patents.google.com/patent/US20200382562A1/en
JP-WO2019035209-A1,Network communication system ,"憲朗 伊藤, 憲朗 伊藤, 矢野　義博, 義博 矢野, 伸乃助 仲谷, 伸乃助 仲谷, 小川　隆, 隆 小川, 茂男 蜂木, 茂男 蜂木",,https://patents.google.com/patent/JPWO2019035209A1/en
US-2019289440-A1,SYSTEM AND METHOD FOR provision of DIAL-REQUESTED SERVICE TO a second line service ENABLED telecommunications device ,"George Backhaus, Jignesh Gandhi, Julio Gonzalez, John Green, Philip Lowman, Paul Rubenstein, Mike Speanburg",,https://patents.google.com/patent/US20190289440A1/en
US-2020389507-A1,Early reachability/connectivity check for media path setup ,"Dusan Mudric, Ping Lin",,https://patents.google.com/patent/US20200389507A1/en
WO-2019240487-A1,Method and apparatus for identifying in-call capability features ,"Chandrashekhar Byadgi, Vijetha BHYRAPPA, Akhil GOEL, Ashish Anand",,https://patents.google.com/patent/WO2019240487A1/en
WO-2020252625-A1,"Methods, apparatuses and systems for session establishment in a wireless communication network ",Zhendong Li,,https://patents.google.com/patent/WO2020252625A1/en
US-2014254586-A1,Call setup using voice over the internet protocol (voip) ,Tom Evslin,,https://patents.google.com/patent/US20140254586A1/en
JP-2018207350-A,"Communication system, communication apparatus, and communication method ","精 坂口, Kiyoshi Sakaguchi, 精 坂口",,https://patents.google.com/patent/JP2018207350A/en
US-2019312919-A1,System for broadcasting events ,Santhosh Kumar Kuchoor,,https://patents.google.com/patent/US20190312919A1/en
WO-2017207780-A1,Apparatuses and methods for communicating via a communication network ,"Nicolas Walter Stepanek, Frank R. Spanknebel",,https://patents.google.com/patent/WO2017207780A1/en
US-2021004222-A1,Over-the-air firmware updates for dual-mode internet of things devices ,"Ye Huang, Sagiv DRAZNIN, Jeremy Nacer, Gulay Kurt Chrzanowski",,https://patents.google.com/patent/US20210004222A1/en
US-2021258763-A1,Method for improved handling of ip multimedia subsystem calls in a home mobile communication network and a visited mobile communication network ,Mari Melander,,https://patents.google.com/patent/US20210258763A1/en
GB-201916120-D0,Establishing a telephony session ,,,https://patents.google.com/patent/GB201916120D0/en
US-2020274905-A1,"Conference system, electronic apparatus, and connection method ","Hironari Nishino, Derek Linville Maynard, Takumi Imai",,https://patents.google.com/patent/US20200274905A1/en
US-10728301-B1,Cryptographic content delivery network ,Bradley Michael Andrews,7/28/20,https://patents.google.com/patent/US10728301B1/en
US-2021250747-A1,Initiation and/or routing of an emergency session in a packet switched communication system ,"Martin Buechter, Norbert Esseling, Reinhard Lauster",,https://patents.google.com/patent/US20210250747A1/en
US-2020067993-A1,Methods and system for placing a video call over a communication network ,"Farokh Hassanzadeh Eskafi, Aleks Ohannes Gollu",,https://patents.google.com/patent/US20200067993A1/en
US-2016295249-A1,"Session Setup Method and Apparatus, and Session Content Delivery Method and Apparatus ",Cheng Huang,,https://patents.google.com/patent/US20160295249A1/en
US-2021052352-A1,Dental Audio Drill ,Jennifer Richardson,,https://patents.google.com/patent/US20210052352A1/en
US-2021075632-A1,Digital assistant conference call manager ,"Robert J. Kapinos, Robert Norton, Scott W. Li, Russell Speight VanBlon",,https://patents.google.com/patent/US20210075632A1/en
US-2021075842-A1,In-call Feedback To Far End Device Of Near End Device Constraints ,"Daniel C. Chisu, Si Chen",,https://patents.google.com/patent/US20210075842A1/en
US-2020086077-A1,Desensitization and reprocessing therapy ,"Neta GAZIT, Lior Gazit, Tal BAR",,https://patents.google.com/patent/US20200086077A1/en
US-2021029239-A1,Car Surveillance System ,Jeremy Davis,,https://patents.google.com/patent/US20210029239A1/en
US-2020092688-A1,Call routing with a mobile network operator supporting a mobile virtual network operator ,"Robert Francis Piscopo, JR., Julie Sara Fowler, Michael Joseph Furey, Charles D. Morgan",,https://patents.google.com/patent/US20200092688A1/en
US-2022007324-A1,Carrier Integration Through User Network Interface Proxy ,"Jonathan Gonzalez, Punyabrata Ray, Dutt KALAPATAPU, Ji Yang, Amol Tuli, Satheesh Bommakanti",,https://patents.google.com/patent/US20220007324A1/en
US-2021099498-A1,Security headers for cloud-native applications ,"Patrick Spiegel, Nils Neumann",,https://patents.google.com/patent/US20210099498A1/en
US-2021099518-A1,Dynamic user integration in group-based communication systems ,"Albert Treat, Airat Aminev, Alejandro Miguel Cebrian Trevino, Benjamin Smit, Carla Gonzales, Shivani Sharma, Zindziswa McCormick",,https://patents.google.com/patent/US20210099518A1/en
US-2021097164-A1,"Method, apparatus, and computer program product for organizing the booting operation of a group-based communication session ","Mark Christian, Anuj NAIR, James Whimpey, Drew SCHUSTER",,https://patents.google.com/patent/US20210097164A1/en
KR-20000055380-A,Voice communication apparatus ,정만수,,https://patents.google.com/patent/KR20000055380A/en
US-2021168633-A1,Methods Circuits Devices Systems and Functionally Associated Computer Executable Code to Support Data Services from a Radio Access Network of a Wireless Communication Network to a Wireless Device Communicatively Coupled to the Communication Network ,"Barak Enat, Lior Fite",,https://patents.google.com/patent/US20210168633A1/en
US-2021352114-A1,"Apparatuses, methods, computer programs, and computer program products for flus remote control channels ","Thorsten Lohmar, Ali EL ESSAILI, Mohamed Ibrahim",,https://patents.google.com/patent/US20210352114A1/en
US-2021036906-A1,Method and system for camera authentication using a video management system ,Mathieu Chevalier,,https://patents.google.com/patent/US20210036906A1/en
US-2021385260-A1,Systems and methods for establishing a shared augmented reality session ,"Anthony REDDAN, Renaud BEDARD",,https://patents.google.com/patent/US20210385260A1/en
US-2020153972-A1,Methods for increasing voice-over-internet protocol (voip) network coverage ,Nikolai Konrad Leung,,https://patents.google.com/patent/US20200153972A1/en
US-2020154241-A1,Methods for reliable transmission of a supl init message ,"Rohit Naik, Chien-Chun Huang-Fu",,https://patents.google.com/patent/US20200154241A1/en
US-2021144440-A1,Streaming event content based filtering ,"Dan Li, Lawrence Eugenio McAlpin, Brian St. Clair, Alex S. Warshavsky",,https://patents.google.com/patent/US20210144440A1/en
US-2021400096-A1,Method and apparatus for receiving audio data by using bluetooth technology ,"Hyeonjae LEE, Minsoo Lee, Jinkwon LIM",,https://patents.google.com/patent/US20210400096A1/en
US-2020146550-A1,Method and system to reduce infrastructure costs with simplified indoor location and reliable communications ,"Hannah Tunnell, David Tunnell",,https://patents.google.com/patent/US20200146550A1/en
US-2021400144-A1,"Network node, radio network node, and methods for voice match support ","Afshin Abtin, Christer Gustafsson, Ralf Keller, Peter Ramle",,https://patents.google.com/patent/US20210400144A1/en
US-6307932-B1,End-user control of audio delivery endpoint in a multimedia environment ,"David R. Burritt, Robert R. Gilman, Gary S. King, Albert D. Pessot, Farzad Raji",10/23/01,https://patents.google.com/patent/US6307932B1/en
US-2020177648-A1,"Information processing apparatus, information processing system, electronic blackboard apparatus, control method, and program ",Shigeo Araki,,https://patents.google.com/patent/US20200177648A1/en
US-2021160290-A1,Computer-implemented method of performing a communication and collaboration session and communication and collaboration system ,"Jürgen Brieskorn, Charalampos Grigoropoulos, Bruce M. Skeldon",,https://patents.google.com/patent/US20210160290A1/en
US-2020186407-A1,"Communication terminal, image network system, display method, and program ","Kenichiro Morita, Hidekuni Annaka, Takeshi Homma, Takuya SONEDA, Tomonori AIKAWA, Hideki SHIRO, Takafumi Takeda",,https://patents.google.com/patent/US20200186407A1/en
US-2021176290-A1,System and method for dynamic manipulation of content presentation ,"Eric Zavesky, James Pratt, Subhabrata Majumdar",,https://patents.google.com/patent/US20210176290A1/en
US-2022021658-A1,Process for declaring the non-usability of exchanged data ,"Yann Gestraud, Christophe Suart",,https://patents.google.com/patent/US20220021658A1/en
US-2021036979-A1,"Devices, Systems and Processes for Providing Geo-Located and Content-to-Comment Synchronized User Circles ","Ramgopal Madduluri, Maxim Litinov",,https://patents.google.com/patent/US20210036979A1/en
JP-2018128728-A,"Information transmission system, communication system, information transmission method and program ","神田　博之, Hiroyuki Kanda, 博之 神田, 惇平 三神, Jumpei Mikami, 惇平 三神, 宮本　篤, Atsushi Miyamoto, 篤 宮本, 弘 志智, Hiroshi Shichi, 弘 志智",,https://patents.google.com/patent/JP2018128728A/en
US-2022078216-A1,Method and system for initiating a mobile voice call ,"David Jean KHOURY, Joseph Selim GED, Elie Fares KFOURY",,https://patents.google.com/patent/US20220078216A1/en
US-2022150687-A1,A system for initiating and receiving call over a second number ,"Esra Özlem ÖZÜMÜZTOPRAK, Koray VATANSEVER",,https://patents.google.com/patent/US20220150687A1/en
US-2020213818-A1,Radio-over-internet-protocol (roip) gateway talk group configuration ,"Stephen Wilson, Estelle Tidey",,https://patents.google.com/patent/US20200213818A1/en
US-2021203486-A1,System and method for electronic conference verification and management ,Michael KILBURN,,https://patents.google.com/patent/US20210203486A1/en
US-2020213444-A1,Systems and methods for fractional job distribution ,"Ciprian Dosoftei, Vincent Grebas",,https://patents.google.com/patent/US20200213444A1/en
EP-1219083-B1,System and method for providing pots services in dsl environment in event of failures ,"John William Richardson, Kumar Ramaswamy",4/7/10,https://patents.google.com/patent/EP1219083B1/en
US-10868842-B2,Automatic responses to incoming calls based on user activity ,"Calvin Choe, Shai Guday, Michael Kostersitz",12/15/20,https://patents.google.com/patent/US10868842B2/en
US-2021136127-A1,Teleconferencing Device Capability Reporting and Selection ,"Arash Ghanaie-Sichanie, Senthil Velayutham, Timur Aleshin, Ross Cutler",,https://patents.google.com/patent/US20210136127A1/en
WO-2020162192-A1,"Call processing server, call processing method, and call processing program ",由彦 銭谷,,https://patents.google.com/patent/WO2020162192A1/en
EP-3941029-A1,Voice communication system and redundancy method for call control server ,Akira Nakano,,https://patents.google.com/patent/EP3941029A1/en
US-2021234904-A1,Method and apparatus to simplify replacing existing ip phone with new ip phone using headset ,Ajay Kumar Gupta,,https://patents.google.com/patent/US20210234904A1/en
US-2021234839-A1,Data privacy plug-in for enterprise instant messaging platform ,K V Sai Prasad,,https://patents.google.com/patent/US20210234839A1/en
US-2021256569-A1,Storing and Retrieving Unused Advertisements ,"Spencer Shanson, Jonathan GWIAZDA, Adrian Chiu, Nikolay LEBEDEV, Indira Ghosh",,https://patents.google.com/patent/US20210256569A1/en
US-2020202262-A1,Omnichannel golf communications system ,"Dale Merritt, Brian Tompsett",,https://patents.google.com/patent/US20200202262A1/en
US-2022131916-A1,"Host communication circuit, client communication circuit, communication system, sound reproducing device and communication method ","Horst Gether, Stefan Bernhard, Michael Boehm",,https://patents.google.com/patent/US20220131916A1/en
EP-0991254-B1,Internet phone protocol ,"Jung Sun Huh, Jung Hyun Kim, Man Su Jeong, Hyeon Cheol Cho",10/31/07,https://patents.google.com/patent/EP0991254B1/en
EP-3869763-A1,Method for delivering an audio and/or video content in a mobile network infrastructure ,"Guillaume Bichot, Jérémy DESMAUTS, Pierre-Jean Guery",,https://patents.google.com/patent/EP3869763A1/en
JP-3560813-B2,"Gateway device, terminal specifying method of gateway device, and computer-readable recording medium storing terminal specifying program ","訓行 福山, 正信 森永, 正宏 松田, 和之 大津",9/2/04,https://patents.google.com/patent/JP3560813B2/en
US-2022150289-A1,"Methods and interfaces for managing a user interface of a communication terminal in ongoing communication, and for monitoring the user interface ","Henry Thomas, Andrew BISHARA MELEKA, Mahmoud Gamal, Ahmed Maged",,https://patents.google.com/patent/US20220150289A1/en
CN-111275536-A,Tax intelligent consultation method and system integrating manual intervention ,"张志达, 牛玉山, 林帅",,https://patents.google.com/patent/CN111275536A/en
GB-2527144-A,Session Handling in a Communications Network ,"Gabor Morvay, Mihaly Zachar, Oszkar Kmetti, Sandor Szabo, Balint Kovacs, Viktor Kondor, Otto Ursinyi, Balazs Vendeg, Szabolcs Grof, Karako Csinsi, Robert Szokovacs, Tibor Velencei",,https://patents.google.com/patent/GB2527144A/en
US-10951890-B1,"Low-latency, peer-to-peer streaming video ","Christopher Dickson, Benjamin Boxer, Jamie Dickson, Daniel Applegate, Jake Lazaroff, Sten Erik Persson Nygren",3/16/21,https://patents.google.com/patent/US10951890B1/en
CN-110768926-B,Method and device for virtual user to be called in IMS (IP multimedia subsystem) ,"段朋, 刘挺昕, 殷智刚, 李颖, 宋伟, 周俊裔",3/29/22,https://patents.google.com/patent/CN110768926B/en
US-10715560-B1,Custom traffic tagging on the control plane backend ,"Faisal Zakaria Siddiqi, Alexey Serbin, Haijie Wu",7/14/20,https://patents.google.com/patent/US10715560B1/en
US-10812537-B1,Using network locality to automatically trigger arbitrary workflows ,"Peter Chung, Jason S. Bailey, Ryan S. Corlett",10/20/20,https://patents.google.com/patent/US10812537B1/en
US-10880120-B2,System and methods for tunneling media through secure channel ,"Manish Chatterjee, Shobhit Mishra",12/29/20,https://patents.google.com/patent/US10880120B2/en
US-10972512-B2,System and method for identifying idle resources in communication endpoints ,"Vivek Joshi, Abhishek Gupta, Dhananjay Shende",4/6/21,https://patents.google.com/patent/US10972512B2/en
US-2004015546-A1,Communications environment having communications between portals ,Pierre-Alain Cotte,,https://patents.google.com/patent/US20040015546A1/en
US-11003407-B2,Media transfer system ,Deon Botha,5/11/21,https://patents.google.com/patent/US11003407B2/en
US-10455078-B1,Enhancing privacy in mobile phone calls by caller controlled audio delivering modes ,"Sathya Santhar, Sarbajit K. Rakshit, Balamurugaramanathan Sivaramalingam, Samuel Mathew Jawaharlal",10/22/19,https://patents.google.com/patent/US10455078B1/en
EP-2658213-A1,Method and system for communicating data ,"Alain Brun, Stéphane Blanc",,https://patents.google.com/patent/EP2658213A1/en
US-11323500-B1,Remote multi-target client monitoring for streaming content ,"Ming Liu, Weijia LI, Jibin Zhan, Ningning Hu",5/3/22,https://patents.google.com/patent/US11323500B1/en
US-10645444-B2,Accessing web content in offline mode ,"Shruthi Shankar, Vikas Yelagonda",5/5/20,https://patents.google.com/patent/US10645444B2/en
JP-2000083065-A,"Voice gateway route selecting method, voice gateway device and recording medium recording voice gateway control program ","Sachiko Noguchi, 幸子 野口",,https://patents.google.com/patent/JP2000083065A/en
US-10609722-B2,Techniques for scheduling communication based on receive data capacity ,"Itzik Shahar, Hakan Magnus Eriksson, Oren Shalita, Pratap Prasad",3/31/20,https://patents.google.com/patent/US10609722B2/en
